"account_type","account_class","account_group","account","account_number"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Inspect Misc Fees & Permits","416078"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Instructional Camp Fees","416123"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Kumeyaay Dumping Fees","416082"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","La Jolla Inclusionary Housing Fee","416133"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Late Fee-Pd Reg Business","416040"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Late Filing Fee - Campaign Statements","416176"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Late Filing Fee - Stmt of Economic Inter","416177"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","LDR Miscellaneous Permits","416099"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Lead Enforcemnt Prog Fees","416168"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","LEA Facility Fees","416084"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","LEA Permit Applic Fee","416086"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","LEA Tonnage Fees","416085"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Linda Vista Inclusionary Housing Fee","416134"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Lobby Regist Prorated After 10/1 per cli","416179"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Lobby Regist Prorated After 10/1 per Lob","416180"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Lob Reg Fee Per Client","416178"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Los Penasquitos Fees","416114"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","LSNP Enforcement Fees","417064"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Massage Establishment Fee","416024"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Massage Therapist Fee","416023"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mid-City Inclusionary Housing Fee","416135"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Midway/Pac Hwy Inclusionary Housing Fee","416136"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mills Act Applic Fee-Plan","416088"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Miramar Ranch Inclusionary Housing Fee","416198"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mira Mesa Inclusionary Housing Fee","416137"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Miscellaneous Permits","416095"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Misc Occupational License","416029"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Misc Street License/Permits","416111"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mission Beach Inclusionary Housing Fee","416138"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mission Valley Inclusionary Housing Fee","416139"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Mobilehome Park An Fe","416157"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Modified Special Events Permit - Alcohol","416185"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Money Exchange House","416018"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Multi-Fam Building Permit","416069"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Multi-Fam Plan Check","416065"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Municipal Code Supplement Pages Annual F","416181"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Navajo Inclusionary Housing Fee","416140"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","NCC Noise Permit Fee","416054"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","News Rack Ordinance","416172"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Non-Bus WC/Perm","416112"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Non-Compl Re-Insp Fi","416189"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Non-Hours Of Operation Fees","416120"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Non-Res Building Permits","416068"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Non-Res Plan Check","416064"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","North Park Inclusionary Housing Fee","416141"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Nude Entertainment Establishment License","416017"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Ocean Beach Inclusionary Housing Fee","416142"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Off Premise Massage License","416042"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Old San Diego Inclusionary Housing Fee","416143"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Otay Mesa Inclusionary Housing Fee","416144"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Otay Mesa-Nestor Inclusionary Housing Fe","416145"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Other Amusement Fixed Fee","416020"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Other Business Lic Permit","416049"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Outcall Nude Entr Business","416030"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Outcall Nude Entr Permit","416031"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Overtime Inspections","416188"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pac Beach Inclusionary Housing Fee","416146"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Parking Lot Use","416122"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Parking Lot Use-DRP","416161"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Parking Permit Fees-Issuance & Renewal","416110"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pawnbrokers","416027"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pawnshop/Secondhand Dealer Tangible Fee","416219"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pedicab Permits Program","416051"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Peep Show Permits","416021"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Peninsula Inclusionary Housing Fee","416147"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Permit Business Identification Cards","416022"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Permit Issuance MP&E","416104"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Permit Issuance-Non MP&E","416103"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Permit Srchg - Bldg Stds","416206"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","PJM Miscellaneous Permits","416100"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pk Fees-Plan Amend Areas","416072"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Pkg Mtr Alt Prog","416093"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Plan Check Fees - Res","416062"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Plumbing Permits","416080"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Plumbing Permits-Plan Check","416081"
"Licenses and Permits","Other Licenses and Permits","Other Licenses and Permits","Poolroom/Bowling Alley Fee","416222"
